VCC,Date,Time,VOBC,Train Number,Position,Time Difference Between Time-Out and Last Known Position (Seconds),Direction,Chainage (Meters),Last Known Station
VCC1,2018/08/01,08:46:59,231,31,1019/130,-5,GD0,812.5,202B
VCC1,2018/08/08,15:37:17,217,17,1027/331,-1,GD0,2068.75,203B
VCC1,2018/08/10,02:16:52,230,30,1118/ 66,-27,GD0,431.96,
VCC1,2018/08/10,02:16:58,131,30,1118/ 66,-33,GD0,431.96,
VCC1,2018/08/10,02:31:47,231,31,1118/ 66,0,GD0,431.96,
VCC1,2018/08/10,02:31:53,130,31,1118/ 66,-1,GD0,431.96,
VCC1,2018/08/11,13:52:04,207,7,1099/304,-8,GD0,9112.17,
VCC1,2018/08/14,19:11:53,223,23,1032- 33,-14,GD1,1886.96,202A
VCC1,2018/08/15,12:05:15,226,26,1019/133,0,GD0,831.25,202B
VCC1,2018/08/16,04:15:42,216,16,1002- 70,-2,GD1,-437.55,
VCC1,2018/08/20,07:40:48,210,10,1077/262,-2,GD0,7050.1,207B
VCC1,2018/08/22,08:56:20,220,20,1089/199,-3,GD0,8455.92,208B
VCC1,2018/08/23,13:26:41,221,21,1001- 71,-13,GD1,-443.8,
VCC1,2018/08/23,14:48:00,103,3,1002- 70,-14,GD1,-437.55,
VCC1,2018/08/24,22:12:08,215,15,1001- 71,73,GD1,-443.8,
VCC1,2018/08/25,20:56:47,231,31,1089/188,-2,GD0,8387.17,208B
VCC1,2018/09/01,15:07:41,226,26,1002- 70,-11,GD1,-437.55,
VCC1,2018/09/12,13:41:59,232,32,1100- 68,-3,GD1,8774.95,208A
VCC1,2018/09/16,20:32:13,219,19,1100- 71,-10,GD1,8756.2,208A
VCC1,2018/09/16,20:33:15,119,19,1096-128,2,GD1,8399.95,207A
VCC1,2018/09/16,20:35:43,219,19,1090-223,-1,GD1,7806.200000000001,206A
VCC1,2018/09/18,08:06:40,223,23,1100- 77,-8,GD1,8718.7,207A
VCC1,2018/09/19,23:08:14,214,14,1062- 52,-4,GD1,5080.8,205A
VCC1,2018/09/20,17:58:35,230,30,1090-228,-14,GD1,7774.950000000001,206A
VCC1,2018/09/21,18:36:31,237,37,1092-215,-8,GD1,7856.200000000001,207A
VCC1,2018/09/22,09:55:52,236,36,1031/150,-3,GD0,3038.07,203B
VCC1,2018/09/22,12:59:02,231,31,1089/189,-6,GD0,8393.42,208B
VCC1,2018/09/23,11:27:56,236,36,1037/173,8,GD0,3181.82,203B
VCC1,2018/09/24,20:04:26,219,19,1096-149,-1,GD1,8268.7,207A
VCC1,2018/10/01,10:50:20,224,24,1019/ 93,-12,GD0,581.25,202B
VCC1,2018/10/01,11:04:16,124,24,1089/189,0,GD0,8393.42,208B
VCC1,2018/10/04,21:03:35,135,35,1096-138,-10,GD1,8337.45,207A
VCC1,2018/10/05,13:05:57,107,7,1103- 12,-8,GD1,9124.95,208A
VCC1,2018/10/05,13:08:04,207,7,1096-146,-8,GD1,8287.45,207A
VCC1,2018/10/10,14:31:52,215,15,1096-127,-6,GD1,8406.2,207A
VCC1,2018/10/11,18:55:47,231,31,1026- 79,-1,GD1,1599.46,201A
VCC1,2018/10/11,18:56:02,131,31,1026-163,9,GD1,1074.46,201A
VCC1,2018/10/11,19:07:58,231,31,1001- 71,-3,GD1,-443.8,
VCC1,2018/10/11,19:24:24,121,21,1019/126,-13,GD0,787.5,202B
VCC1,2018/10/11,19:24:51,221,21,1019/202,-15,GD0,1262.5,202B
VCC1,2018/10/13,11:07:16,229,29,1122- 14,-6,GD1,119.66999999999999,ILAY
VCC1,2018/10/13,23:27:25,133,33,1019/216,-9,GD0,1350.0,202B
VCC1,2018/10/14,06:07:56,215,15,1019/245,-8,GD0,1531.25,202B
VCC1,2018/10/15,21:20:51,229,29,1001- 71,-2,GD1,-443.8,
VCC1,2018/10/19,07:28:07,204,4,1054-176,-8,GD1,4305.8,204A
VCC1,2018/10/19,07:58:47,116,16,1050-277,-11,GD1,3674.55,203A
VCC1,2018/10/22,07:30:04,219,19,1001- 71,-15,GD1,-443.8,
VCC1,2018/10/22,12:54:34,212,12,1030- 58,-12,GD1,1730.71,201A
VCC1,2018/10/22,21:42:22,112,12,1001- 71,-1,GD1,-443.8,
VCC1,2018/10/23,04:01:33,119,19,1116- 29,-10,GD1,93.64999999999998,ILBY
VCC1,2018/10/23,22:32:30,215,15,1002- 70,-12,GD1,-437.55,
VCC1,2018/10/25,12:05:49,123,23,1029/ 12,5,GD0,2175.57,203B
VCC1,2018/10/26,06:47:57,226,26,1083/ 93,7,GD0,7793.42,207B
VCC1,2018/10/26,12:59:09,217,17,1019/228,-12,GD0,1425.0,202B
VCC1,2018/10/27,19:02:15,211,11,1089/184,-7,GD0,8362.17,208B
VCC1,2018/10/29,22:31:10,201,1,1001- 71,3,GD1,-443.8,
VCC1,2018/10/30,11:07:54,119,19,1001- 71,-11,GD1,-443.8,
VCC1,2018/10/31,10:03:36,222,22,1096-126,-9,GD1,8412.45,207A
VCC1,2018/11/01,06:22:19,207,7,1027/332,-3,GD0,2075.0,203B
VCC1,2018/11/02,04:15:06,122,22,1019/149,-10,GD0,931.25,208B
VCC1,2018/11/02,12:52:16,220,20,1118/ 59,4,GD0,388.21,
VCC1,2018/11/03,05:39:48,230,30,1124/ 19,-7,GD0,-353.79,ST01
VCC1,2018/11/03,16:22:27,226,26,1002- 70,-5,GD1,-437.55,
VCC1,2018/11/05,07:06:57,211,11,1002- 70,-6,GD1,-437.55,
VCC1,2018/11/07,09:39:15,231,31,1096-120,-12,GD1,8449.95,207A
VCC1,2018/11/08,10:45:41,204,4,1070-241,-9,GD1,5705.51,205A
VCC1,2018/11/13,18:03:49,225,25,1096-124,-10,GD1,8424.95,207A
VCC1,2018/11/14,01:11:00,212,12,1001- 71,-3,GD1,-443.8,
VCC1,2018/11/17,18:42:49,226,26,1001- 71,-9,GD1,-443.8,
VCC1,2018/11/18,19:53:18,211,11,1089/189,-4,GD0,8393.42,208B
VCC1,2018/11/19,02:13:01,220,20,1116/ 55,-7,GD0,363.05,
VCC1,2018/11/19,13:40:13,207,7,1002- 70,10,GD1,-437.55,
VCC1,2018/11/19,20:04:21,211,11,1096-127,-6,GD1,8406.2,207A
VCC1,2018/11/21,03:31:32,205,5,1023/288,-1,GD0,1800.0,202B
VCC1,2018/11/21,14:03:14,213,13,1001- 71,-9,GD1,-443.8,
VCC2,2018/08/01,09:12:21,131,31,2055/303,3,GD0,15141.8,214B
VCC2,2018/08/01,09:20:39,231,31,2091/350,-11,GD0,19478.04,218B
VCC2,2018/08/03,14:49:08,126,26,2055/300,-6,GD0,15123.05,214B
VCC2,2018/08/13,09:36:30,222,22,2179/ 61,-12,GD0,28299.34,226B
VCC2,2018/08/15,12:35:45,126,26,2075/ 10,-14,GD0,17353.04,216B
VCC2,2018/08/15,00:16:09,119,19,2177/ 16,-5,GD0,28018.09,226B
VCC2,2018/08/16,00:03:12,102,2,2073/323,-3,GD0,17293.07,216B
VCC2,2018/08/21,21:46:21,119,19,2181/ 72,10,GD0,28368.09,226B
VCC2,2018/08/22,09:26:53,112,12,2181/ 71,-4,GD0,28361.84,226B
VCC2,2018/08/26,04:45:34,131,31,2041/ 53,-13,GD0,13579.3,221B
VCC2,2018/08/26,04:50:04,231,31,2047/208,-8,GD0,14548.05,221B
VCC2,2018/09/02,14:37:41,220,20,2184- 43,-13,GD1,29625.46,227A
VCC2,2018/09/09,06:15:30,222,22,2156-201,-7,GD1,26654.28,224A
VCC2,2018/09/09,14:36:42,216,16,2107/265,-7,GD0,21228.62,219B
VCC2,2018/09/10,04:51:03,236,36,2145/ 77,-7,GD0,23968.69,227B
VCC2,2018/09/10,20:12:39,224,24,2112-302,-6,GD1,21594.37,219A
VCC2,2018/09/12,18:57:59,231,31,2153/300,-2,GD0,25362.44,224B
VCC2,2018/10/01,19:56:19,220,20,2170-287,-9,GD1,28100.46,225A
VCC2,2018/10/02,17:30:00,220,20,2176-204,-5,GD1,28619.21,226A
VCC2,2018/10/05,13:37:46,107,7,2001/  0,-2,GD0,9200.0,209B
VCC2,2018/10/06,02:57:45,216,16,2172/ 74,-1,GD0,28373.07,227A
VCC2,2018/10/06,03:10:18,216,16,2006- 66,-1,GD1,29481.71,
VCC2,2018/10/07,08:48:48,223,23,2073/291,6,GD0,17093.07,216B
VCC2,2018/10/11,17:20:17,117,17,2181/ 72,6,GD0,28368.09,226B
VCC2,2018/10/12,01:42:41,122,22,2160-164,-2,GD1,26885.53,225A
VCC2,2018/10/12,01:58:03,222,22,2162-155,-2,GD1,26941.78,225A
VCC2,2018/10/12,02:02:54,122,22,2162-153,-2,GD1,26954.28,225A
VCC2,2018/10/12,02:10:40,222,22,2197/267,-2,GD0,29586.84,227B
VCC2,2018/10/12,02:14:51,122,22,2197/261,-2,GD0,29549.34,227B
VCC2,2018/10/12,02:18:27,222,22,2197/260,-2,GD0,29543.09,227B
VCC2,2018/10/12,03:23:30,122,22,2184/280,-1,GD0,29660.57,
VCC2,2018/10/17,17:08:57,135,35,2119/100,-17,GD0,22220.05,221B
VCC2,2018/10/18,09:06:25,224,24,2001/  0,6,GD0,9200.0,209B
VCC2,2018/10/19,07:56:43,132,32,2181/ 72,6,GD0,28368.09,226B
VCC2,2018/10/26,04:07:02,203,3,2164/174,-2,GD0,26971.81,
VCC2,2018/10/26,13:36:57,203,3,2181/ 72,31,GD0,28368.09,226B
VCC2,2018/10/26,19:37:40,235,35,2028- 77,-9,GD1,12769.41,210A
VCC2,2018/10/26,02:11:18,103,3,2189/219,-2,GD0,29286.84,227B
VCC2,2018/10/26,02:15:48,103,3,2005/253,-2,GD0,29499.34,227B
VCC2,2018/10/26,02:19:09,103,3,2197/267,-2,GD0,29586.84,227B
VCC2,2018/10/26,02:22:24,103,3,2192/271,-2,GD0,29611.84,227B
VCC2,2018/10/26,02:26:19,103,3,2192/274,-1,GD0,29630.59,227B
VCC2,2018/10/26,02:30:34,103,3,2192/276,-2,GD0,29643.09,227B
VCC2,2018/10/26,02:35:13,103,3,2192/276,-1,GD0,29643.09,227B
VCC2,2018/10/29,13:27:12,223,23,2192- 45,-9,GD1,29615.34,227B
VCC2,2018/10/29,18:20:07,101,1,2002-292,-13,GD1,9409.89,
VCC2,2018/10/31,21:36:29,227,27,2129/221,-11,GD0,22976.3,221B
VCC2,2018/11/03,04:19:23,228,28,2187/164,-8,GD0,28943.09,
VCC2,2018/11/08,22:30:40,131,31,2192/280,-11,GD0,29668.09,227B
VCC2,2018/11/08,22:49:13,219,19,2192/280,-2,GD0,29668.09,227B
VCC2,2018/11/08,23:07:21,235,35,2192/280,-13,GD0,29668.09,227B
VCC2,2018/11/08,23:25:28,207,7,2192/280,-8,GD0,29668.09,227B
VCC2,2018/11/08,23:38:17,236,36,2192/280,-11,GD0,29668.09,227B
VCC2,2018/11/08,00:18:40,214,14,2192/280,-2,GD0,29668.09,227B
VCC2,2018/11/09,18:13:38,114,14,2181/ 67,-13,GD0,28336.84,226B
VCC2,2018/11/09,23:26:03,232,32,2192/280,-12,GD0,29668.09,227B
VCC2,2018/11/09,23:47:25,210,10,2192- 44,-4,GD1,29621.59,
VCC2,2018/11/09,00:18:52,211,11,2192/280,-4,GD0,29668.09,227B
VCC2,2018/11/09,00:28:25,224,24,2192/280,-1,GD0,29668.09,227B
VCC2,2018/11/09,00:46:22,233,33,2192/280,-9,GD0,29668.09,227B
VCC2,2018/11/10,22:39:31,136,36,2192/280,25,GD0,29668.09,227B
VCC2,2018/11/10,22:53:25,217,17,2192/280,-6,GD0,29668.09,227B
VCC2,2018/11/10,00:27:49,235,35,2192/280,-2,GD0,29668.09,227B
VCC2,2018/11/11,03:42:28,103,3,2172-252,-20,GD1,28319.21,226A
VCC2,2018/11/11,14:22:05,124,24,2181/ 71,0,GD0,28361.84,226B
VCC2,2018/11/11,18:52:27,220,20,2096-228,-6,GD1,20162.32,218A
VCC2,2018/11/11,22:39:53,232,32,2192/280,-7,GD0,29668.09,227B
VCC2,2018/11/11,22:51:20,213,13,2192/280,24,GD0,29668.09,227B
VCC2,2018/11/11,00:19:01,229,29,2192/280,-6,GD0,29668.09,227B
VCC2,2018/11/12,00:36:58,219,19,2192/280,-5,GD0,29668.09,227B
VCC2,2018/11/12,00:47:05,215,15,2192/280,-2,GD0,29668.09,227B
VCC2,2018/11/13,22:31:13,204,4,2192/280,22,GD0,29668.09,
VCC2,2018/11/13,22:48:57,229,29,2192/280,-12,GD0,29668.09,227B
VCC2,2018/11/13,23:07:12,215,15,2192/280,31,GD0,29668.09,227B
VCC2,2018/11/13,23:25:35,211,11,2192/280,37,GD0,29668.09,227B
VCC2,2018/11/13,23:38:33,221,21,2192/280,-3,GD0,29668.09,227B
VCC2,2018/11/13,00:18:46,213,13,2192/280,-6,GD0,29668.09,227B
VCC2,2018/11/13,00:25:59,206,6,2192/280,28,GD0,29668.09,227B
VCC2,2018/11/13,00:36:26,207,7,2192/280,-9,GD0,29668.09,227B
VCC2,2018/11/13,00:46:20,217,17,2192/280,2,GD0,29668.09,
VCC2,2018/11/14,07:23:35,112,12,2181/ 67,-13,GD0,28336.84,226B
VCC2,2018/11/14,11:00:47,220,20,2044-131,-11,GD1,14452.98,212A
VCC2,2018/11/14,11:04:31,112,12,2181/ 70,-8,GD0,28355.59,226B
VCC2,2018/11/17,13:48:02,220,20,2032- 25,-3,GD1,13094.41,211A
VCC2,2018/11/19,06:50:24,107,7,2181/ 71,-4,GD0,28361.84,226B
VCC2,2018/11/19,07:52:54,111,11,2061/ 50,-2,GD0,15586.82,215B
VCC2,2018/11/20,08:15:01,207,7,2124- 88,-17,GD1,22931.87,221A
VCC3,2018/08/01,09:52:13,203,3,3104- 76,0,GD1,0.0,
VCC3,2018/08/01,09:59:36,215,15,3107- 76,-7,GD1,0.0,
VCC3,2018/08/01,10:44:37,203,3,3104- 76,-1,GD1,0.0,
VCC3,2018/08/01,11:37:26,131,31,3052/ 20,-4,GD0,0.0,
VCC3,2018/08/01,11:49:20,231,31,3102- 75,-11,GD1,0.0,
VCC3,2018/08/01,15:52:08,207,7,3102- 75,-9,GD1,0.0,
VCC3,2018/08/01,15:56:02,237,37,3095- 72,-6,GD1,0.0,
VCC3,2018/08/02,09:44:57,225,25,3079- 73,-2,GD1,0.0,
VCC3,2018/08/02,09:50:04,210,10,3107- 76,-3,GD1,0.0,
VCC3,2018/08/02,09:55:02,203,3,3104- 76,-1,GD1,0.0,
VCC3,2018/08/02,09:59:52,229,29,3102- 76,-1,GD1,0.0,
VCC3,2018/08/02,11:40:03,232,32,3107- 75,-14,GD1,0.0,
VCC3,2018/08/02,11:47:58,227,27,3079- 65,-8,GD1,0.0,
VCC3,2018/08/02,15:49:09,225,25,3102- 75,-2,GD1,0.0,
VCC3,2018/08/02,20:25:33,223,23,3107- 76,-2,GD1,0.0,
VCC3,2018/08/03,09:43:49,204,4,3104- 76,-1,GD1,0.0,
VCC3,2018/08/03,10:55:29,204,4,3104- 78,24,GD1,0.0,
VCC3,2018/08/03,13:54:05,210,10,3095- 67,-3,GD1,0.0,
VCC3,2018/08/03,16:48:54,126,26,3102- 67,-11,GD1,0.0,
VCC3,2018/08/04,09:44:42,219,19,3107- 76,-10,GD1,0.0,
VCC3,2018/08/04,09:49:57,205,5,3104- 76,-9,GD1,0.0,
VCC3,2018/08/04,10:51:01,105,5,3104/ 12,-4,GD0,0.0,
VCC3,2018/08/05,09:40:58,223,23,3102- 78,7,GD1,0.0,
VCC3,2018/08/05,09:44:12,206,6,3104- 76,-9,GD1,0.0,
VCC3,2018/08/05,09:45:11,230,30,3107- 67,-18,GD1,0.0,
VCC3,2018/08/06,09:55:30,231,31,3102- 76,-10,GD1,0.0,
VCC3,2018/08/06,09:55:35,204,4,3104- 76,-7,GD1,0.0,
VCC3,2018/08/06,10:54:18,228,28,3107- 76,-4,GD1,0.0,
VCC3,2018/08/06,14:53:26,234,34,3102- 76,-1,GD1,0.0,
VCC3,2018/08/06,23:35:16,204,4,3061- 33,-1,GD1,0.0,
VCC3,2018/08/06,02:16:39,208,8,3111/ 80,-18,GD0,0.0,
VCC3,2018/08/06,02:16:46,129,8,3111/ 80,-25,GD0,0.0,
VCC3,2018/08/06,02:37:11,208,8,3043/ 80,-1,GD0,0.0,
VCC3,2018/08/06,02:37:18,129,8,3043/ 80,-2,GD0,0.0,
VCC3,2018/08/07,09:52:21,226,26,3102- 76,-2,GD1,0.0,
VCC3,2018/08/07,10:49:19,205,5,3104- 76,-11,GD1,0.0,
VCC3,2018/08/07,11:57:57,202,2,3102- 76,6,GD1,0.0,
VCC3,2018/08/07,15:55:43,224,24,3102- 76,-2,GD1,0.0,
VCC3,2018/08/08,09:46:42,212,12,3102- 76,-6,GD1,0.0,
VCC3,2018/08/08,09:54:46,205,5,3104- 76,-3,GD1,0.0,
VCC3,2018/08/09,09:55:00,215,15,3107- 76,-10,GD1,0.0,
VCC3,2018/08/09,09:55:54,206,6,3104- 76,-11,GD1,0.0,
VCC3,2018/08/09,10:00:46,225,25,3102- 76,2,GD1,0.0,
VCC3,2018/08/09,11:30:46,206,6,3104- 76,-12,GD1,0.0,
VCC3,2018/08/10,09:40:36,216,16,3102- 76,-11,GD1,0.0,
VCC3,2018/08/10,09:50:42,227,27,3107- 76,4,GD1,0.0,
VCC3,2018/08/10,09:51:32,206,6,3104- 76,-5,GD1,0.0,
VCC3,2018/08/10,14:12:02,237,37,3102- 75,-4,GD1,0.0,
VCC3,2018/08/10,21:38:00,223,23,3102- 78,7,GD1,0.0,
VCC3,2018/08/10,22:00:23,123,23,3102/ 12,-8,GD0,0.0,
VCC3,2018/08/11,09:48:47,230,30,3107- 76,-9,GD1,0.0,
VCC3,2018/08/11,09:55:38,219,19,3104- 76,-7,GD1,0.0,
VCC3,2018/08/11,10:01:55,213,13,3102- 76,7,GD1,0.0,
VCC3,2018/08/11,14:37:23,218,18,3102- 76,-7,GD1,0.0,
VCC3,2018/08/11,14:51:31,207,7,3104- 76,4,GD1,0.0,
VCC3,2018/08/12,09:45:51,233,33,3102- 76,-3,GD1,0.0,
VCC3,2018/08/12,09:51:17,223,23,3104- 76,-8,GD1,0.0,
VCC3,2018/08/12,11:32:40,204,4,3102- 76,-6,GD1,0.0,
VCC3,2018/08/13,09:46:44,226,26,3104- 76,-11,GD1,0.0,
VCC3,2018/08/13,10:02:34,207,7,3107- 76,-7,GD1,0.0,
VCC3,2018/08/13,10:07:50,128,28,3079- 65,-10,GD1,0.0,
VCC3,2018/08/13,10:52:50,207,7,3107- 76,0,GD1,0.0,
VCC3,2018/08/13,13:54:18,234,34,3104- 76,-10,GD1,0.0,
VCC3,2018/08/13,20:56:45,212,12,3016/ 28,-5,GD0,0.0,ST04
VCC3,2018/08/14,09:41:03,207,7,3104- 76,-4,GD1,0.0,
VCC3,2018/08/14,09:45:34,221,21,3107- 76,-10,GD1,0.0,
VCC3,2018/08/14,11:02:46,120,20,3079/ 30,-5,GD0,0.0,
VCC3,2018/08/14,14:18:34,202,2,3102- 76,-12,GD1,0.0,
VCC3,2018/08/14,16:01:03,222,22,3102- 67,5,GD1,0.0,
VCC3,2018/08/15,09:40:45,232,32,3079- 73,-2,GD1,0.0,
VCC3,2018/08/15,09:46:13,218,18,3107- 76,2,GD1,0.0,
VCC3,2018/08/15,09:50:21,229,29,3104- 76,-6,GD1,0.0,
VCC3,2018/08/15,09:53:32,105,5,3102- 75,-8,GD1,0.0,
VCC3,2018/08/15,13:33:06,226,26,3003/ 18,-6,GD0,0.0,DISE
VCC3,2018/08/16,09:35:43,207,7,3107- 76,4,GD1,0.0,
VCC3,2018/08/16,09:40:47,203,3,3102- 76,3,GD1,0.0,
VCC3,2018/08/16,09:48:34,208,8,3104- 76,-5,GD1,0.0,
VCC3,2018/08/16,10:44:54,208,8,3104- 76,-7,GD1,0.0,
VCC3,2018/08/16,20:10:13,225,25,3107- 76,-5,GD1,0.0,
VCC3,2018/08/17,05:34:18,123,23,3021- 32,-5,GD1,0.0,DISE
VCC3,2018/08/17,09:54:21,208,8,3107- 76,-4,GD1,0.0,
VCC3,2018/08/17,11:10:35,211,11,3095- 67,-9,GD1,0.0,
VCC3,2018/08/17,11:59:47,126,26,3090/ 57,-5,GD0,0.0,
VCC3,2018/08/17,13:46:21,227,27,3104- 78,3,GD1,0.0,
VCC3,2018/08/17,16:05:30,211,11,3104- 76,-7,GD1,0.0,
VCC3,2018/08/17,21:11:52,202,2,3107- 67,-8,GD1,0.0,
VCC3,2018/08/18,09:37:19,221,21,3107- 76,4,GD1,0.0,
VCC3,2018/08/18,09:39:39,209,9,3102- 67,-12,GD1,0.0,
VCC3,2018/08/18,09:41:45,223,23,3104- 76,-2,GD1,0.0,
VCC3,2018/08/19,09:45:05,220,20,3107- 76,-8,GD1,0.0,
VCC3,2018/08/19,09:49:13,226,26,3104- 76,-3,GD1,0.0,
VCC3,2018/08/19,09:52:57,204,4,3102- 78,8,GD1,0.0,
VCC3,2018/08/19,11:42:12,230,30,3104- 78,12,GD1,0.0,
VCC3,2018/08/19,13:29:58,219,19,3003- 69,-16,GD1,0.0,DISE
VCC3,2018/08/19,20:13:38,228,28,3079- 65,4,GD1,0.0,
VCC3,2018/08/19,20:54:41,130,30,3104- 70,-15,GD1,0.0,
VCC3,2018/08/19,21:19:27,228,28,3079- 73,-9,GD1,0.0,
VCC3,2018/08/19,01:15:57,203,3,3013- 70,14,GD1,0.0,DISE
VCC3,2018/08/20,09:35:16,217,17,3102- 76,-3,GD1,0.0,
VCC3,2018/08/20,10:12:02,209,9,3104- 76,0,GD1,0.0,
VCC3,2018/08/20,10:45:09,217,17,3090- 67,-12,GD1,0.0, TT1
VCC3,2018/08/20,11:09:34,209,9,3104- 76,-2,GD1,0.0,
VCC3,2018/08/20,11:29:53,236,36,3102- 75,-48,GD1,0.0,
VCC3,2018/08/20,13:35:05,108,8,3087- 73,-2,GD1,0.0,
VCC3,2018/08/20,00:51:41,217,17,3013/ 18,11,GD0,0.0,DISE
VCC3,2018/08/21,09:39:59,209,9,3104- 76,-11,GD1,0.0,
VCC3,2018/08/21,09:51:01,202,2,3102- 76,0,GD1,0.0,
VCC3,2018/08/21,22:39:24,117,17,3013- 70,-4,GD1,0.0,DISE
VCC3,2018/08/22,07:11:17,210,10,3107- 76,0,GD1,0.0,
VCC3,2018/08/22,09:48:19,212,12,3104- 76,-4,GD1,0.0,
VCC3,2018/08/22,09:58:04,237,37,3102- 76,-6,GD1,0.0,
VCC3,2018/08/22,11:31:51,210,10,3107- 75,-15,GD1,0.0,
VCC3,2018/08/22,13:55:53,212,12,3104- 75,-14,GD1,0.0,
VCC3,2018/08/22,14:02:01,120,20,3102- 67,-7,GD1,0.0,
VCC3,2018/08/22,20:40:49,214,14,3003/ 18,8,GD0,0.0,
VCC3,2018/08/23,04:26:47,237,37,3003- 70,-1,GD1,0.0,DISE
VCC3,2018/08/23,06:34:53,137,37,3095- 68,-8,GD1,0.0,
VCC3,2018/08/23,09:39:31,232,32,3107- 78,6,GD1,0.0,
VCC3,2018/08/23,09:54:29,210,10,3104- 76,-3,GD1,0.0,
VCC3,2018/08/23,10:18:03,203,3,3102- 78,10,GD1,0.0,
VCC3,2018/08/23,10:23:57,237,37,3095- 73,-7,GD1,0.0,
VCC3,2018/08/23,10:33:46,237,37,3095- 73,-4,GD1,0.0,
VCC3,2018/08/23,11:36:10,219,19,3107- 76,-6,GD1,0.0,
VCC3,2018/08/24,09:33:52,219,19,3102- 75,-12,GD1,0.0,
VCC3,2018/08/24,10:00:25,227,27,3104- 76,-4,GD1,0.0,
VCC3,2018/08/24,10:51:04,106,6,3095- 76,-5,GD1,0.0,
VCC3,2018/08/24,13:55:46,237,37,3107- 76,-1,GD1,0.0,
VCC3,2018/08/25,09:35:37,219,19,3102- 76,-7,GD1,0.0,
VCC3,2018/08/25,09:42:06,206,6,3107- 75,-13,GD1,0.0,
VCC3,2018/08/25,14:39:51,208,8,3079- 73,5,GD1,0.0,
VCC3,2018/08/26,09:39:13,204,4,3107- 76,2,GD1,0.0,
VCC3,2018/08/26,09:41:35,217,17,3104- 76,-7,GD1,0.0,
VCC3,2018/08/26,11:09:21,231,31,3102- 75,-10,GD1,0.0,
VCC3,2018/08/26,00:35:33,228,28,3003/ 18,-10,GD0,0.0,ST05
VCC3,2018/08/26,00:44:48,229,29,3003/ 18,-17,GD0,0.0,ST08
VCC3,2018/08/27,06:13:15,237,37,3079/ 14,5,GD0,0.0,
VCC3,2018/08/27,09:47:27,231,31,3102- 76,-3,GD1,0.0,
VCC3,2018/08/27,09:51:55,211,11,3104- 76,-8,GD1,0.0,
VCC3,2018/08/27,14:15:36,236,36,3107- 76,-2,GD1,0.0,
VCC3,2018/08/27,16:45:35,230,30,3107- 76,-5,GD1,0.0,
VCC3,2018/08/28,09:42:37,202,2,3102- 76,-1,GD1,0.0,
VCC3,2018/08/28,09:43:56,211,11,3104- 76,-5,GD1,0.0,
VCC3,2018/08/28,11:29:22,207,7,3102- 76,-6,GD1,0.0,
VCC3,2018/08/28,14:29:18,234,34,3087- 73,-8,GD1,0.0,
VCC3,2018/08/29,02:15:04,128,28, 3032/ 5,-24,GD0,0.0,
VCC3,2018/08/29,09:49:11,207,7,3102- 76,0,GD1,0.0,
VCC3,2018/08/29,10:08:40,212,12,3104- 76,-10,GD1,0.0,
VCC3,2018/08/29,10:54:22,212,12,3104- 76,-11,GD1,0.0,
VCC3,2018/08/29,15:49:16,220,20,3102- 76,3,GD1,0.0,
VCC3,2018/08/30,09:39:30,205,5,3107- 78,5,GD1,0.0,
VCC3,2018/08/30,09:49:56,212,12,3104- 76,-10,GD1,0.0,
VCC3,2018/08/30,09:51:51,232,32,3102- 76,-2,GD1,0.0,
VCC3,2018/08/30,11:15:25,225,25,3107- 76,-10,GD1,0.0,
VCC3,2018/08/31,09:41:45,227,27,3104- 76,-6,GD1,0.0,
VCC3,2018/08/31,10:26:27,206,6,3095- 76,-1,GD1,0.0,
VCC3,2018/08/31,10:31:39,209,9,3107- 76,-3,GD1,0.0,
VCC3,2018/08/31,14:31:49,237,37,3104- 76,-5,GD1,0.0,
VCC3,2018/09/01,09:39:38,208,8,3102- 76,-10,GD1,0.0,
VCC3,2018/09/01,09:44:43,221,21,3104- 76,4,GD1,0.0,
VCC3,2018/09/01,09:49:39,217,17,3107- 76,3,GD1,0.0,
VCC3,2018/09/01,14:11:20,221,21,3104- 67,-8,GD1,0.0,
VCC3,2018/09/01,14:27:58,206,6,3104- 76,-7,GD1,0.0,
VCC3,2018/09/01,20:29:38,206,6,3104- 67,-9,GD1,0.0,
VCC3,2018/09/02,09:30:07,204,4,3104- 76,-2,GD1,0.0,
VCC3,2018/09/02,09:36:20,223,23,3107- 76,5,GD1,0.0,
VCC3,2018/09/02,09:40:57,126,26,3079- 73,-13,GD1,0.0,
VCC3,2018/09/02,11:38:07,219,19,3107- 76,3,GD1,0.0,
VCC3,2018/09/02,14:31:36,230,30,3104- 76,-2,GD1,0.0,
VCC3,2018/09/02,15:49:38,108,8,3102/ 21,-19,GD0,0.0,DIL2
VCC3,2018/09/02,21:01:45,208,8,3095- 67,-6,GD1,0.0,
VCC3,2018/09/03,09:41:09,219,19,3087- 73,-3,GD1,0.0,
VCC3,2018/09/03,09:45:09,213,13,3104- 76,-1,GD1,0.0,
VCC3,2018/09/03,09:47:35,233,33,3107- 76,3,GD1,0.0,
VCC3,2018/09/03,09:53:05,128,28,3102- 75,-5,GD1,0.0,
VCC3,2018/09/03,10:03:33,136,36,3079- 65,4,GD1,0.0,
VCC3,2018/09/03,10:36:52,213,13,3104- 76,-11,GD1,0.0,
VCC3,2018/09/03,13:34:52,234,34,3102- 76,-2,GD1,0.0,
